"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_NAME","COUNTY","MUNICIPALITY"
"99","9","2","7 HUMPHREYS DR","","IVYLAND","PA","18974","CMS MECHANICAL","9999999999","2017","2017097852","011500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","7","2","2415 MORRIS ST","","PHILA","PA","19145","PHILLY WIDE DISPOSAL","9999999999","2017","2017097862","058000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","7700 STATE RD","","PHILA","PA","19136","YELLOWBIRD BUS CO","9999999999","2017","2017097875","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","6","1","3552 GREEN","","LOS ALAMITOS","CA","90720","ROYAL TRUCK LEASING CO","9999999999","2017","2017097881","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","1200 CONROY PLACE","","EASTON","PA","18040","EASTON COACH CO","9999999999","2017","2017097895","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","1047 VALLEY RD","","WARMINSTER","PA","18974","COOKE","9999999999","2017","2017097911","011400","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","UNKNOWN","","PHILA","PA","99999","PHILLY TRANSPORTATION LLC","9999999999","2017","2017097995","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","8","2","3219 WALNUT ST","","PHILADELPHIA","PA","19104","UNIVERSITY OF PENNSYLVANIA","2158982484","2017","2017100309","032000","","","","","N","","","","","","N","","00456533","11","Philadelphia","67","67301"
"04","3","1","1500 WEST PULASKI HWY","","ELKTON","MD","21921","B  H NEW  USED AUTO PARTS","4103986727","2017","2017100338","064000","","","","","N","","","","","","N","","00309869","04","Philadelphia","67","67301"
"05","2","2","813 NORTH OCTORARA TRAIL","","PARKESBURG","PA","19365","BRT INC","6108579216","2017","2017100635","080000","3","","","","Y","1","","","","","N","","00248932","08","Philadelphia","67","67301"
"05","6","1","107 CLEVELAND STREET","","PAWNEE","OK","74058","SUPREME AUTO TRANSPORT","9187623811","2017","2017100749","080000","","","","","N","","","","","","N","","00912923","08","Philadelphia","67","67301"
"99","4","1","157 QUARRY RD","","DOUGLASSVILLE","PA","19518","JESSE BARO INC","6103238783","2017","2017100776","073280","","","","","N","","","","","","N","","00085446","09","Philadelphia","67","67301"
"02","8","1","1234 MARKET ST FL 9","","PHILADELPHIA","PA","191073780","SSEPTA","2155808100","2017","2017101314","042540","","","","","N","","","","","","N","","00010206","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017101818","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017101836","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","1","7300 LINDBERGH","","PHILA","PA","99999","USPS","9999999999","2017","2017101853","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","329 JEFFERSON","","ROCHESTER","NY","14623","RYDER TRUCK RENTAL","9999999999","2017","2017101880","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"03","1","1","45 STANFORD RD","","PISCATAWAY","NJ","08854","ROMA FOOD ENTERPRISES INC","6096173554","2017","2017101884","999999","","","","","N","","","","","","N","","","04","Philadelphia","67","67301"
"99","9","2","2330 ENTERPRISE PARK DR","","INDIANAPOLIS","IN","46218","NEXT LEASING INC","9999999999","2017","2017101894","999999","","","","","N","","","","","","U","","","08","Philadelphia","67","67301"
"03","3","1","5022 LONSHORE AVE","","PHILADELPHIA","PA","19135","MADDALO CRANE SERVICE","2155141286","2017","2017103010","033000","","","","","N","","","","","","N","","00625219","04","Philadelphia","67","67301"
"02","1","2","80 WENDEE WAY","","SEWELL","NJ","08080","PURCO DISTRIBUTORS INC","2156765668","2017","2017103038","033000","","","","","N","","","","","","N","","00533984","03","Philadelphia","67","67301"
"03","4","1","2870 EAST ALLEGHENY AVE","","PHILADELPHIA","PA","19134","ANDERSON CONSTRUCTION","2154279266","2017","2017103885","073280","","","","","N","","","","","","N","","00362750","09","Philadelphia","67","67301"
"99","3","2","4701 S ROCKWELL","","OKLAHOMA CITY","OK","73179","AHERN RENTAL","6103319354","2017","2017103885","080000","","","","","N","","","","","","N","","00198130","09","Philadelphia","67","67301"
"05","1","1","301 NORTHSTAR COURT","","SANFORD","FL","32771","DTL TRANSPORTATION LLC","4073309348","2017","2017104014","078000","","","","","N","","","","","","N","","02912577","08","Philadelphia","67","67301"
"03","9","2","9035 COLLINS AVE","","PENNSAUKEN","NJ","08110","FLANAGANS AUTO AND TRUCK SERVICE","8564860606","2017","2017104030","064000","","","","","N","","","","","","N","","01691496","09","Philadelphia","67","67301"
"99","9","7","2151 ATCO AVE","","ATCO","NJ","08004","PHASE III TRUCKING INC","9999999999","2017","2017105848","999999","","","","","N","","","","","","N","","00057789","08","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017105852","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","1","15 OREGON AVE","","PHILA","PA","19148","UPS","9999999999","2017","2017105861","017000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","2","UNKNOWN","","UNKNOWN","ME","99999","UNKNOWN","9999999999","2017","2017105867","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017105884","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST3RD FLOO","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017105925","066000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","4","2","111 WEST DOMINION DR","","MARLTON","NJ","08053","DOMINICK LOLLI AND SON INC","9999999999","2017","2017105935","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017105964","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","4","2061 EMILY ST","","PHILA","PA","19145","CONEY","9999999999","2017","2017105983","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","9","2","7135 CENTENNIAL PL","","NASHVILLE","TN","37209","WESTERN EXPRESS","9999999999","2017","2017106013","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"02","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017106018","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017106058","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","3099 ORTHODOX ST","","PHILA","PA","19137","MAT BUS CO","9999999999","2017","2017106060","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"05","2","2","1 RICH HILL RD","","CHESWICK","PA","15024","ECM TRANSPORT","4124352140","2017","2017106713","080000","","","","","N","","","","","","N","","00317494","08","Philadelphia","67","67301"
"99","9","2","12 GOTWALS LN PO BOX 56","","OLEY","PA","19547","GEORGE HUTT","2159999999","2017","2017106871","","","","","","","","","","","","N","","00085484","99","Philadelphia","67","67301"
"03","9","6","105 N 8TH AVE","","STROUD","OK","74079","MILLER TRUCK LINES","9189683584","2017","2017107189","080000","","","","","N","","","","","","N","","00125792","08","Philadelphia","67","67301"
"05","1","2","4004 B SAXONY DRIVE","","MOUNT LAUREL","NJ","08054","GRAND USA TRANSPORT LLC","6099491691","2017","2017107310","080000","","","","","N","","","","","","N","","02325919","08","Philadelphia","67","67301"
"99","1","2","1824 RTE 38","","LIMBERTON","NJ","08048","MILLER AUTO LEASING","9999999999","2017","2017107619","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","2700 VETERANS HWY","","BRISTOL","PA","19007","ROBS AUTOMOTIVE","9999999999","2017","2017107981","014500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"03","3","2","63 REPAUPO STATION RD","","LOGAN TOWNSHIP","NJ","08085","MILLER TRUCK LEASING","8562143521","2017","2017108011","999999","","","","","N","","","","","","N","","00297242","04","Philadelphia","67","67301"
"03","7","2","1401 JFK BLVD","","PHILA","PA","19102","PHILA DEPT OF STREETS","2156865560","2017","2017108022","060000","","","","","N","","","","","","N","","","04","Philadelphia","67","67301"
"99","9","1","420 PARLIN STFL 1ST","","PHILA","PA","19116","SOARES","9999999999","2017","2017108027","012000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","LOWES","9999999999","2017","2017108033","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","878 N 41ST ST","","PHILA","PA","19104","R S TRAVEL TOURS INC","9999999999","2017","2017108037","999999","","","","","N","","","","","","N","","02467305","11","Philadelphia","67","67301"
"07","1","1","7601 CASTOR AVE #200","","PHILADELPHIA","PA","19152","GS EXPRESS INC","2154371274","2017","2017108302","080000","","","","","N","","","","","","N","","01517735","08","Philadelphia","67","67301"
"05","1","1","548 8E RUE EST","","LA GUADELOUPE","QC","G0M1G0","9308-6106 QUEBEC INC ""DUKY XPRES","2198956759","2017","2017108548","080000","","","","","N","","","","","","N","","02569320","08","Philadelphia","67","67301"
"99","9","1","PACKER AV","","PHILA","PA","19145","TETE BROTHERS CONSTRUCTION","9999999999","2017","2017108791","016000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109755","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109759","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","1373 RONDALL AVE","","BRONX","NY","10474","ACN TRUCKING","9999999999","2017","2017109838","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109843","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","100 S BROAD ST","","PHILA","PA","99999","CITY OF PHILA","9999999999","2017","2017109846","037000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","3","637 MAGEE AVE","","PHILA","PA","19111","ELABED","9999999999","2017","2017109850","014000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","7700 STATE RD","","PHILA","PA","19136","YELLOWBIRD BUS CO","9999999999","2017","2017109871","029800","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109876","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","1","119 MOONACHIE AVE","","MOONACHIE","NJ","07074","RYDER TRUCK RENTAL","9999999999","2017","2017109902","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109911","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109950","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017109950","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","5543 HARBISON AVE","","PHILA","PA","19124","DOG CONSTRUCTION","9999999999","2017","2017109961","014500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","8","1","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","2017","2017110051","040240","","","","","N","","","","","","N","","00010206","11","Philadelphia","67","67301"
"05","1","2","34 BURGESS PLACE","","WAYNE","NJ","07470","AMERICAN THEATRE PRODUCTIONS","8005269085","2017","2017110784","080000","","","","","N","","","","","","N","","00234556","08","Philadelphia","67","67301"
"99","1","1","110 GREENWOOD AVE","","WYNCOTE","PA","19095","EMERALD PAPER GROUP","2156904713","2017","2017110875","080000","","","","","N","","","","","","N","","02559485","08","Philadelphia","67","67301"
"05","1","2","625 E 107TH STREET","","BOLINGBROOK","IL","60440","METROPOLITAN TRUCKING INC","2177851800","2017","2017110886","080000","","","","","N","","","","","","N","","00039717","08","Philadelphia","67","67301"
"99","8","2","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017111042","999999","","","","","N","","","","","","U","","","11","Philadelphia","67","67301"
"02","8","2","600 BROOKE RD","","GLENSIDE","PA","19038","PHILLY TRANSPORTATION LLC","2674608698","2017","2017111531","014200","","","","","N","","","","","","N","","01497653","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017111552","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017111554","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","1","3","4037 N 5TH ST","","PHILADELPHIA","PA","19140","COUSINS SUPERMARKET","2152234000","2017","2017111560","033000","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"02","1","3","15 E OREGON AVE","","PHILA","PA","19148","UNITED PARCEL SERVICE","9999999999","2017","2017111579","017000","","","","","N","","","","","","N","","00021800","03","Philadelphia","67","67301"
"99","9","1","BENNETT RD","","PHILA","PA","99999","PALMER WATERPROOFING INC","9999999999","2017","2017111580","014000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","8","2","114 CALLOWHILL ST","","PHILADELPHIA","PA","19106","INPERIAL PARKING","2159253705","2017","2017111780","999999","","","","","N","","","","","","N","","00082616","10","Philadelphia","67","67301"
"02","8","3","114 CALLOWHILL ST","","PHILADELPHIA","PA","19106","INPERIAL PARKING","2159253705","2017","2017111780","999999","","","","","N","","","","","","N","","00826716","10","Philadelphia","67","67301"
"05","1","1","2975 N WASHINGTON ST","","GRAND FORKS","ND","58203","SS TRANS INC","8007268022","2017","2017112170","082500","","","","","N","","","","","","N","","00518463","08","Philadelphia","67","67301"
"02","8","1","600 VINE ST SUITE 1400","","CINCINNATI","OH","45202","FRIST STUDENT","5132412200","2017","2017112639","013385","","","","","N","","","","","","Y","","00354406","10","Philadelphia","67","67301"
"05","1","3","121 S BLACK HORSE PIKE","","BELLMAWR","NJ","08031","CAN AM TRANSIT INC","8560000000","2017","2017112639","080000","","","","","N","","","","","","N","","01043536","08","Philadelphia","67","67301"
"05","1","1","11209 JOLIET RD","","LEMONT","IL","60439","GP TRANSPORT","8004605071","2017","2017113535","080000","","","","","N","","","","","","N","","01527352","08","Philadelphia","67","67301"
"04","4","1","PO BOX 350","","DOUGLASVILLE","PA","195180350","DAVID J KLEIN INC","6103854888","2017","2017115802","073280","","","","","N","","","","","","N","","00852953","04","Philadelphia","67","67301"
"99","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","USPS","9999999999","2017","2017115903","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","14TH FL","PHILADELPHIA","PA","19107","SEPTA","9999999999","2017","2017115910","999999","","","","","N","","","","","","","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017115912","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017115918","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","111 WEST DOMINION DR","","MARLTON","NJ","99999","DOMINIC LLC","9999999999","2017","2017115947","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017115949","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017115958","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017115989","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017115990","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017116021","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","ABBOTSFORD","","PHILA","PA","19129","PHILA TRANSPORT","9999999999","2017","2017116022","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017116022","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","2905 ABBOTTSFORD AVE","","PHILA","PA","19129","PHILLY TRANSPORTATION LLC","9999999999","2017","2017116064","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","2","ERDRICK","","PHILA","PA","19134","FELICIANO","9999999999","2017","2017116090","080000","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","8","1","2905 ABBOTTSFORD AVE","","PHILA","PA","19129","PHILLY TRANS","9999999999","2017","2017116136","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","1","2","119 MOONACHIE AVE","","MOONACHIE","NJ","07074","RYDER TRUCK RENTAL","9999999999","2017","2017116179","026000","","","","","N","","","","","","N","","","03","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017116209","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","3740 E THOMPSON ST","","PHILA","PA","19137","DURHAM SCHOOL SERVICES","9999999999","2017","2017116229","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","4","1","12260 TOWNSEND ROAD","","PHILADELPHIA","PA","19154","UNION ROOFING","2154646425","2017","2017116963","026000","","","","","N","","","","","","N","","01717132","03","Philadelphia","67","67301"
"03","9","1","7135","CENTENNIAL PLACE","NASHVILLE","TN","37209","WESTERN EXPRESS","8003167160","2017","2017117256","999999","","","","","N","","","","","","N","","00511412","08","Philadelphia","67","67301"
"03","1","2","6066 MICHAEL DR","","BENSALEM","PA","19020","M  C TRUCKING INC","8144464441","2017","2017117491","080000","","","","","N","","","","","","N","","01776417","08","Philadelphia","67","67301"
"03","1","2","736 FERN ST.","","YEADON","PA","19050","UNKNOWN","2679706661","2017","2017118386","080000","","","","","N","","","","","","N","","00057789","08","Philadelphia","67","67301"
"05","7","2","1500 S. SIXTH ST.","","CAMDEN","NJ","08014","CAMDEN IRON AND METALS INC.","8563656800","2017","2017119015","080000","","","","","N","","","","","","N","","00177866","08","Philadelphia","67","67301"
"05","2","3","611 S 28TH STREET","","MILWAUKEE","WI","53215","BULK LOGISTICS INC","8444597567","2017","2017119363","080000","","","","","N","","","","","","N","","00125432","08","Philadelphia","67","67301"
"02","8","2","600 BROOKE RD","","GLENSIDE","PA","19038","PHILLY TRANSPORTATION LLC","2674608698","2017","2017119566","031000","","","","","N","","","","","","N","","01497653","11","Philadelphia","67","67301"
"02","8","1","1234 MARKET ST FL9","","PHILADELPHIA","PA","191073780","SOUTHEASTERN PENNSYLVANIA TRANSP","2155808100","2017","2017120424","042540","","","","","N","","","","","","N","","00010206","11","Philadelphia","67","67301"
"99","9","3","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017120498","999999","","","","","N","","","","","","U","","","99","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120509","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120518","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","1","3099 ORTHODOX ST","","PHILA","PA","19137","MAT BUS CO","9999999999","2017","2017120542","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120555","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","5","1050 SWEDESFORD ROAD","","BERWYN","PA","19312","PECO ENERGY","9999999999","2017","2017120558","011200","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120575","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120582","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"  ","9","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017120603","","","","","","","","","","","","","","","99","Philadelphia","67","67301"
"99","9","1","210 HARDY","","GROVE CITY","OH","43123`","PITT OHIO EXPRESS","9999999999","2017","2017120631","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120631","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120688","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017120689","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","2","230 GRANT","","UNKNOWN","IL","99999","EAGLE SYSTEM INC","9999999999","2017","2017120698","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","1","13 SUMMIT SQUNIT 210","","LANGHORNE","PA","19047","ETNA","9999999999","2017","2017122807","025500","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","299 WASHINGTON AVE","","PHILA","PA","19147","B  J WOOD FLOORING","9999999999","2017","2017122807","025955","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","2","100 ROSS RD STE 203","","KNG OF PRUSSIA","PA","19406","FLEETWAY CAPITAL CORP","9999999999","2017","2017122812","011200","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017122817","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"02","8","1","2601 NAVISTAR DRIVE","","LISLE","IL","60532","DURHAM SCHOOL SERVICES LP","2155375405","2017","2017123039","029000","","","","","N","","","","","","N","","00350651","11","Philadelphia","67","67301"
"04","5","2","920 WAYLAND CIRCLE","","BENSALEM","PA","19020","BELLA TRUCKING CORP","2677673587","2017","2017123744","073280","","","","","N","","","","","","N","","01496165","04","Philadelphia","67","67301"
"02","1","1","6 SYLVAN WAY","","PARSIPPANY","NJ","07054","BUDGET  TRUCK RENTAL LLC","9734963500","2017","2017124602","026000","","","","","N","","","","","","N","","01092543","03","Philadelphia","67","67301"
"03","7","1","401 ROUTE 73 NORTH","","SEWELL","NJ","08080","GOLD METAL SERVICES LLC","8567845050","2017","2017125024","073280","","","","","N","","","","","","N","","02576804","04","Philadelphia","67","67301"
"02","1","2","3000 VALLEY FORGE CIR","","KING OF PRUSSIA","PA","19406","GIGIS TRUCKING","6095899678","2017","2017125059","015995","","","","","N","","","","","","","","02537032","03","Philadelphia","67","67301"
"03","9","3","6500 W INDUSRIAL HWY","","GARY","IN","46406","SWIFT TRANSPORTATION CO OF ARIZO","8555851420","2017","2017125616","080000","","","","","N","","","","","","N","","00054283","08","Philadelphia","67","67301"
"02","8","2","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC.","2157831586","2017","2017126312","017500","","","","","N","","","","","","N","","00354406","11","Philadelphia","67","67301"
"99","9","2","701 MARKET ST STE 5400","","PHILA","PA","19106","PHILA PARKING AUTHORITY","9999999999","2017","2017126420","016000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2017","2017127302","999999","","","","","N","","","","","","N","","","10","Philadelphia","67","67301"
"99","8","1","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","9999999999","2017","2017127313","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","1","2","UNKNOWN","","UNKNOWN","ZZ","99999","USPS","9999999999","2017","2017127351","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1030 ANDREW DR","","WEST CHESTER","PA","19380","KRAPFS COACH","9999999999","2017","2017127371","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017127402","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","811 WESTFORD","","UNKNOWN","MA","01432","PROLINE HOLDINGS","9999999999","2017","2017127404","999999","","","","","N","","","","","","N","","","08","Philadelphia","67","67301"
"99","9","2","320 S GOVERNOR PRINTZ","","ESSINGTON","PA","19029","BETZ MECHANICAL","9999999999","2017","2017127426","025999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017127428","029000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","2","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017127429","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","7","1","UNKNOWN","","PHILA","PA","99999","UNKNOWN","9999999999","2017","2017127442","999999","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","9","1","100 S BROAD ST3RD FL","","PHILA","PA","19110","CITY OF PHILA","9999999999","2017","2017127482","035000","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"99","8","1","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017127508","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017127521","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","8","3","1234 MARKET ST","","PHILA","PA","19107","SEPTA","9999999999","2017","2017127522","999999","","","","","N","","","","","","N","","","11","Philadelphia","67","67301"
"99","9","1","4949 WORTH ST","","PHILA","PA","19124","RIDERS LUMBER","9999999999","2017","2017127523","012300","","","","","N","","","","","","N","","","05","Philadelphia","67","67301"
"02","1","1","324 STRAWBERRY CIR","","LANGHORNE","PA","19047","RSVB COURIERS INC","8004633339","2017","2017127583","016000","","","","","N","","","","","","N","","00265752","03","Philadelphia","67","67301"
