"CRN","UNIT_NUM","PERSON_NUM","PERSON_TYPE","INJ_SEVERITY","RESTRAINT_HELMET","AIRBAG_PADS","SEAT_POSITION","EJECTION_IND","AGE","SEX","EJECT_PATH_CD","EXTRIC_IND","TRANSPORTED","DVR_LIC_STATE","DVR_PED_CONDITION","PED_LOCATION","PED_SIGNAL","CLOTHING_TYPE","CRASH_YEAR","COUNTY","COUNTY_YEAR","MUNICIPALITY"
"2015074996","1","2","2","0","03","12","03","0","75","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015074996","1","1","1","0","03","12","01","1","74","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051922","2","2","1","4","99","00","01","0","56","F","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051922","1","1","1","0","99","99","01","0","99","F","0","0","N","","9","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051939","1","1","1","0","99","99","01","1","53","M","0","0","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015051939","2","2","7","8","00","00","00","0","49","M","0","0","Y","","0","05","3","9","2015","67","PERSON_2015_Philadelphia","67301"
"2015052393","1","1","1","0","03","04","01","1","37","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052404","2","2","1","3","03","12","01","1","65","F","0","3","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052404","3","3","1","4","03","12","01","1","20","F","0","1","N","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015052404","1","1","1","0","03","12","01","1","22","F","0","1","N","VA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006101","1","3","2","4","99","00","04","0","37","M","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
"2015006101","1","2","2","4","99","00","03","0","30","M","0","0","Y","PA","0","","","","2015","67","PERSON_2015_Philadelphia","67301"
