X,Y,recordnum,takenby,comments,setdate,setyear,mcd,route,road,cntdir,fromlmt,tolmt,type,latitude,longitude,factor,axle,outdir,indir,aadb,program,bikepedgroup,bikepedfacility,co_name,mun_name,id
-74.759965,40.389824,112544,jh,Cyclical Count Program  Baseline Year,2015/04/30 00:00:00+00,2015,3402133150,518,e broad st westbound lanes,west,blackwell ave,hamilton ave,Bicycle 2,40.389824,-74.759965,0.962,1.02,E,W,71,Cyclical,Recreation,Mixed Traffic,Mercer,Hopewell Borough,77849
-74.635376,40.261276,112552,jh,Cyclical Count Program  Baseline Year,2015/05/12 00:00:00+00,2015,3402180240,,paxson ave southbound lanes,south,cr 602 s post rd,cr 535 old trenton rd,Bicycle 2,40.261276,-74.635376,0.962,1.02,N,S,71,Cyclical,Recreation,Bike Lane,Mercer,West Windsor Township,77850
-75.374925,39.838574,112630,jh,Cyclical Count Program  Baseline Year,2015/09/10 00:00:00+00,2015,4204513208,291,w 2nd st eastbound lanes,east,norris st,broomall st,Bicycle 2,39.838574,-75.374925,0.949,1.02,W,E,40,Cyclical,Low Volume,Mixed Traffic,Delaware,Chester City,77865
-75.176283,39.939353,113221,jh,Cyclical Count Program  Baseline Year,2015/08/01 00:00:00+00,2015,4210160103,,s 20th st northbound lanes,north,washington ave,carpenter st,Bicycle 2,39.939353,-75.176283,0.888,1.02,S,N,197,Cyclical,Mixed,Mixed Traffic,Philadelphia,Central,77867
-75.181106,39.949171,113222,jh,Cyclical Count Program  Baseline Year,2015/07/18 00:00:00+00,2015,4210160103,,s 25th st northbound lanes,north,spruce st,locust st,Bicycle 2,39.949171,-75.181106,0.9,1.02,S,N,411,Cyclical,Mixed,Mixed Traffic,Philadelphia,Central,77868
-75.205944,39.94115,113226,jh,Cyclical Count Program  Baseline Year,2015/07/09 00:00:00+00,2015,4210160110,,grays ferry ave bridge eastbound lanes,east,47th st,34th st,Bicycle 2,39.94115,-75.205944,0.9,1.02,W,E,131,Cyclical,Mixed,Bike Lane,Philadelphia,University - Southwest,77869
-75.218888,40.022613,113228,jh,Cyclical Count Program  Baseline Year,2015/08/07 00:00:00+00,2015,4210160108,,main st eastbound lanes,east,jamestown ave,shurs la,Bicycle 2,40.022613,-75.218888,0.888,1.02,W,E,301,Cyclical,Recreation,Sharrow,Philadelphia,Lower Northwest,77870
-75.151165,39.943831,113230,jh,Cyclical Count Program  Baseline Year,2015/07/28 00:00:00+00,2015,4210160103,,pine st eastbound lanes,east,6th st,5th st,Bicycle 2,39.943831,-75.151165,0.888,1.02,W,E,612,Cyclical,Mixed,Bike Lane,Philadelphia,Central,77871
-75.171971,39.947878,113241,jh,Cyclical Count Program  Baseline Year,2015/07/21 00:00:00+00,2015,4210160103,,spruce st westbound lanes,west,19th st,18th st,Bicycle 2,39.947878,-75.171971,0.9,1.02,E,W,885,Cyclical,Mixed,Bike Lane,Philadelphia,Central,77873
-75.210544,39.955105,113242,jh,Cyclical Count Program  Baseline Year,2015/07/09 00:00:00+00,2015,4210160110,3,walnut st westbound lanes,west,45th st,44th st,Bicycle 2,39.955105,-75.210544,0.9,1.02,E,W,291,Cyclical,Mixed,Bike Lane,Philadelphia,University - Southwest,77874
-75.15466,39.935284,113243,jh,Cyclical Count Program  Baseline Year,2015/07/28 00:00:00+00,2015,4210160112,,washington ave eastbound lanes,east,7th st,6th st,Bicycle 2,39.935284,-75.15466,0.888,1.02,W,E,243,Cyclical,Mixed,Bike Lane,Philadelphia,South,77875
-75.154606,39.935371,113244,jh,Cyclical Count Program  Baseline Year,2015/07/29 00:00:00+00,2015,4210160112,,washington ave westbound lanes,west,7th st,6th st,Bicycle 2,39.935371,-75.154606,0.888,1.02,E,W,216,Cyclical,Mixed,Bike Lane,Philadelphia,South,77876
-75.175517,39.938885,113245,jh,Cyclical Count Program  Baseline Year,2015/07/25 00:00:00+00,2015,4210160112,,washington ave eastbound lanes,east,20th st,19th st,Bicycle 2,39.938885,-75.175517,0.9,1.02,W,E,275,Cyclical,Mixed,Bike Lane,Philadelphia,South,77877
-75.175501,39.938996,113246,jh,Cyclical Count Program  Baseline Year,2015/07/25 00:00:00+00,2015,4210160112,,washington ave westbound lanes,west,20th st,19th st,Bicycle 2,39.938996,-75.175501,0.9,1.02,E,W,323,Cyclical,Mixed,Bike Lane,Philadelphia,South,77878
-75.353296,39.910335,113247,jh,Cyclical Count Program  Baseline Year,2015/09/02 00:00:00+00,2015,4204575648,,walnut la northbound lane,north,ogden ave,hillborn ave,Bicycle 5,39.910335,-75.353296,0.949,1.093,S,N,13,Cyclical,Recreation,Mixed Traffic,Delaware,Swarthmore Borough,77879
-75.121315,39.944959,113248,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/11/04 00:00:00+00,2014,3400710000,,n 5th st,south,federal st,cr 537 spur market st,Bicycle 2,39.944959,-75.121315,1.001,1.02,N,S,257,Cyclical,Low Volume,Mixed Traffic,Camden,Camden City,77880
-74.965505,39.828917,112538,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/11 00:00:00+00,2014,3400726070,,united states ave trail,both,bilston ave,bridgewood ave,Bicycle 2,39.828917,-74.965505,0.949,1.02,N,S,260,Cyclical,Recreation,Multiuse Trail,Camden,Gibbsboro Borough,77904
-74.892668,40.314939,112556,jh,Cyclical Count Program  Baseline Year,2015/05/06 00:00:00+00,2015,3402133180,,D & R canal state park trail,both,river rd,fiddlers creek rd,Bicycle 2,40.314939,-74.892668,0.962,1.02,N,S,252,Cyclical,Recreation,Multiuse Trail,Mercer,Hopewell Township,77905
-74.670829,40.224194,112558,jh,Cyclical Count Program  Baseline Year,2015/05/07 00:00:00+00,2015,3402129310,,estates blvd westbound lanes,west,whitehorse hamilton square rd,imperial dr,Bicycle 2,40.224194,-74.670829,0.962,1.02,E,W,4,Cyclical,Low Volume,Striped Shoulder,Mercer,Hamilton Township,77906
-75.076377,39.926494,112559,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/03 00:00:00+00,2014,3400757660,,cooper river trail,both,airport hwy,cr 612 browning rd,Bicycle 2,39.926494,-75.076377,0.949,1.02,E,W,131,Project,Recreation,Multiuse Trail,Camden,Pennsauken Township,77907
-75.150765,39.961394,113262,jh,Cyclical Count Program  Baseline Year,2015/07/24 00:00:00+00,2015,4210160103,,spring garden st eastbound lanes,east,8th st,7th st,Bicycle 2,39.961394,-75.150765,0.9,1.02,W,E,578,Cyclical,Mixed,Bike Lane,Philadelphia,Central,77909
-75.150753,39.961562,113263,jh,Cyclical Count Program  Baseline Year,2015/07/24 00:00:00+00,2015,4210160103,,spring garden st westbound lanes,west,8th st,7th st,Bicycle 2,39.961562,-75.150753,0.9,1.02,E,W,559,Cyclical,Mixed,Bike Lane,Philadelphia,Central,77910
-75.139929,39.991964,113264,jh,Cyclical Count Program  Baseline Year,2015/08/05 00:00:00+00,2015,4210160107,,lehigh ave eastbound lanes,east,5th st,orkney st,Bicycle 2,39.991964,-75.139929,0.888,1.02,W,E,159,Cyclical,Low Volume,Bike Lane,Philadelphia,Lower North,77911
-75.139896,39.992136,113265,jh,Cyclical Count Program  Baseline Year,2015/08/05 00:00:00+00,2015,4210160107,,lehigh ave westbound lanes,west,5th st,orkney st,Bicycle 2,39.992136,-75.139896,0.888,1.02,E,W,160,Cyclical,Low Volume,Bike Lane,Philadelphia,Lower North,77912
-75.210074,39.949348,113266,jh,Cyclical Count Program  Baseline Year,2015/07/17 00:00:00+00,2015,4210160110,13,baltimore ave eastbound lanes,east,44th st,43rd st,Bicycle 2,39.949348,-75.210074,0.9,1.02,W,E,413,Cyclical,Mixed,Bike Lane,Philadelphia,University - Southwest,77913
-75.23642,39.94003,113268,jh,Cyclical Count Program  Baseline Year,2015/07/09 00:00:00+00,2015,4210160110,,cobbs creek trail,both,hadfield st,whitby ave,Bicycle 2,39.94003,-75.23642,0.9,1.02,S,N,61,Cyclical,Recreation,Multiuse Trail,Philadelphia,University - Southwest,77914
-75.337554,39.971807,113269,jh,Cyclical Count Program  Baseline Year,2015/08/08 00:00:00+00,2015,4204533144,,darby creek trail,both,raymond dr access,hilltop rd,Bicycle 2,39.971807,-75.337554,0.888,1.02,N,S,49,Cyclical,Recreation,Multiuse Trail,Delaware,Haverford Township,77915
-75.210433,39.953309,113270,jh,Cyclical Count Program  Baseline Year,2015/07/17 00:00:00+00,2015,4210160110,,44th st southbound lanes,south,spruce st,locust st,Bicycle 2,39.953309,-75.210433,0.9,1.02,N,S,140,Cyclical,Mixed,Bike Lane,Philadelphia,University - Southwest,77916
-75.524729,40.048405,78362,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/05/11 00:00:00+00,2011,4202922056,,chester valley trail westbound,west,little valley creek bridge,pa 29 morehall rd,Bicycle 1,40.048405,-75.524729,0.962,1.1797,,,29,Project,Recreation,Multiuse Trail,Chester,East Whiteland Township,77941
-75.353544,39.91038,113284,jh,Cyclical Count Program  Baseline Year,2015/09/02 00:00:00+00,2015,4204575648,,walnut la southbound lane,south,ogden ave,hillborn ave,Bicycle 5,39.91038,-75.353544,0.949,1.093,S,N,10,Cyclical,Recreation,Mixed Traffic,Delaware,Swarthmore Borough,77942
-75.240608,39.940366,112563,jh,,2015/08/18 00:00:00+00,2015,4204586968,,longacre blvd n westbound lanes,west,parkview blvd,philadelphia cnty line,Bicycle 5,39.940366,-75.240608,0.888,1.093,W,E,44,Cyclical,Low Volume,Mixed Traffic,Delaware,Yeadon Borough,77944
-75.168514,40.283971,112521,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/08/23 00:00:00+00,2014,4201719792,,202 parkway trail,both,bristol rd,almshouse rd,Bicycle 2,40.283971,-75.168514,0.888,1.02,S,N,282,Project,Recreation,Multiuse Trail,Bucks,Doylestown Township,77987
-75.128219,39.943107,112523,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/09 00:00:00+00,2014,3400710000,,martin luther king jr blvd westbound lanes,west,riverside dr,front st,Bicycle 2,39.943107,-75.128219,0.949,1.02,E,W,10,Project,Low Volume,Mixed Traffic,Camden,Camden City,77988
-75.122581,39.942651,112527,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/10 00:00:00+00,2014,3400710000,,martin luther king jr blvd westbound lanes,west,4th st,west st / 5th st,Bicycle 2,39.942651,-75.122581,0.949,1.02,E,W,34,Project,Low Volume,Mixed Traffic,Camden,Camden City,77991
-75.063937,39.914347,112530,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/10/09 00:00:00+00,2014,3400714260,,w stiles ave,south,n atlantic ave,haddon ave,Bicycle 2,39.914347,-75.063937,0.968,1.02,N,S,24,Cyclical,Low Volume,Mixed Traffic,Camden,Collingswood Borough,77993
-75.037061,39.917268,112532,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/03 00:00:00+00,2014,3400712280,628,II n park blvd eastbound lanes,east,s washington ave,cr 644 grove st,Bicycle 2,39.917268,-75.037061,0.949,1.02,W,E,13,Cyclical,Low Volume,Mixed Traffic,Camden,Cherry Hill Township,78061
-75.079936,39.910885,112534,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/10 00:00:00+00,2014,3400714260,,browning rd northbound lanes,north,n newton lake dr,cr 630 w collings ave,Bicycle 2,39.910885,-75.079936,0.949,1.02,S,N,34,Cyclical,Recreation,Mixed Traffic,Camden,Collingswood Borough,78062
-75.08,39.910869,112535,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/10 00:00:00+00,2014,3400714260,,browning rd southbound lanes,south,n newton lake dr,cr 630 w collings ave,Bicycle 2,39.910869,-75.08,0.949,1.02,N,S,27,Cyclical,Recreation,Mixed Traffic,Camden,Collingswood Borough,78063
-75.077406,39.910013,112536,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/10 00:00:00+00,2014,3400714260,,newton lake park trail,both,everett ave,colford ave,Bicycle 2,39.910013,-75.077406,0.949,1.02,W,E,104,Cyclical,Recreation,Multiuse Trail,Camden,Collingswood Borough,78064
-75.058052,39.951363,112537,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/03 00:00:00+00,2014,3400745510,,merchantville bike path,both,cr 612 browning rd,lexington ave,Bicycle 2,39.951363,-75.058052,0.949,1.02,E,W,233,Cyclical,Recreation,Sidepath,Camden,Merchantville Borough,78065
-75.076414,39.853037,112540,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/11 00:00:00+00,2014,3400765160,,runnemede bike path,both,w 5th ave,w 6th ave,Bicycle 2,39.853037,-75.076414,0.949,1.02,S,N,79,Cyclical,Recreation,Sidepath,Camden,Runnemede Borough,78066
-74.810865,40.330447,112542,jh,Cyclical Count Program  Baseline Year,2015/04/29 00:00:00+00,2015,3402133180,623,pennington harbourton rd westbound lanes,west,burd rd / scotch rd,timberlane dr,Bicycle 2,40.330447,-74.810865,0.962,1.02,E,W,21,Cyclical,Low Volume,Striped Shoulder,Mercer,Hopewell Township,78067
-74.659862,40.352242,112545,jh,Cyclical Count Program  Baseline Year,2015/05/01 00:00:00+00,2015,3402160900,,wiggins st eastbound lanes,east,witherspoon st,greenview ave,Bicycle 2,40.352242,-74.659862,0.962,1.02,W,E,94,Cyclical,Mixed,Sharrow,Mercer,Princeton,78068
-74.624109,40.313907,112548,jh,Cyclical Count Program  Baseline Year,2015/05/01 00:00:00+00,2015,3402180240,,scott ave southbound lanes,south,alexander rd,wallace rd,Bicycle 2,40.313907,-74.624109,0.962,1.02,N,S,21,Cyclical,Mixed,Mixed Traffic,Mercer,West Windsor Township,78069
-74.755367,40.220497,112554,jh,Cyclical Count Program  Baseline Year,2015/05/05 00:00:00+00,2015,3402174000,,s clinton ave southbound lanes,south,raoul wallenberg blvd,cr 635 e state st,Bicycle 2,40.220497,-74.755367,0.962,1.02,N,S,95,Cyclical,Mixed,Mixed Traffic,Mercer,Trenton City,78070
-75.347596,39.896975,112561,jh,Cyclical Count Program  Baseline Year,2015/09/02 00:00:00+00,2015,4204575648,,yale ave westbound lane,west,rutgers ave,kenyon ave,Bicycle 2,39.896975,-75.347596,0.949,1.02,W,E,30,Cyclical,Mixed,Striped Shoulder,Delaware,Swarthmore Borough,78071
-75.240617,39.940288,112562,jh,,2015/08/18 00:00:00+00,2015,4204586968,,longacre blvd n eastbound lanes,east,parkview blvd,philadelphia cnty line,Bicycle 5,39.940288,-75.240617,0.888,1.093,W,E,25,Cyclical,Mixed,Mixed Traffic,Delaware,Yeadon Borough,78072
-75.340263,39.97832,112569,jh,Cyclical Count Program  Baseline Year,2015/08/15 00:00:00+00,2015,4204547616,3,west chester pk westbound lanes,west,I 476 mid county expwy sb ramps,I 476 mid county expwy nb ramps,Bicycle 2,39.97832,-75.340263,0.888,1.02,E,W,14,Cyclical,Low Volume,Striped Shoulder,Delaware,Marple Township,78073
-75.183118,39.907642,79123,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/06/24 00:00:00+00,2011,4210160105,,20th st northbound lanes,north,pattison ave,reserve dr,Bicycle 1,39.907642,-75.183118,0.93,1.1797,,,42,Project,Low Volume,Bike Lane,Philadelphia,Lower South,78345
-75.153683,39.837579,112608,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/24 00:00:00+00,2014,3401582120,45,s broad st southbound lanes,south,centre st,delaware st / cooper st,Bicycle 2,39.837579,-75.153683,0.949,1.02,N,S,47,Cyclical,Mixed,Bike Lane,Gloucester,Woodbury City,78439
-75.098306,39.979444,114861,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/24 00:00:00+00,2014,4210160109,,port richmond trail eastbound,east,bath st,delaware ave,Bicycle 2,39.979444,-75.098306,0.968,1.02,E,W,31,Project,Low Volume,Multiuse Trail,Philadelphia,River Wards,78446
-75.098306,39.979444,114862,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/24 00:00:00+00,2014,4210160109,,port richmond trail westbound,west,bath st,delaware ave,Bicycle 2,39.979444,-75.098306,0.968,1.02,E,W,33,Project,Low Volume,Multiuse Trail,Philadelphia,River Wards,78447
-75.084799,39.981739,114864,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/11/05 00:00:00+00,2014,4210160109,,port richmond trail northbound,north,venango st,castor ave,Bicycle 2,39.981739,-75.084799,1.001,1.02,N,S,84,Project,Low Volume,Multiuse Trail,Philadelphia,River Wards,78449
-75.084799,39.981739,114865,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/11/05 00:00:00+00,2014,4210160109,,port richmond trail southbound,south,venango st,castor ave,Bicycle 2,39.981739,-75.084799,1.001,1.02,N,S,84,Project,Low Volume,Multiuse Trail,Philadelphia,River Wards,78450
-75.252931,40.046643,114781,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/31 00:00:00+00,2014,4210160108,,nixon st  eastbound lane,east,port royal ave,shawmont ave,Bicycle 2,40.046643,-75.252931,1.001,1.02,W,E,105,Project,Mixed,Mixed Traffic,Philadelphia,Lower Northwest,78480
-75.252893,40.046667,114782,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/31 00:00:00+00,2014,4210160108,,nixon st westbound lane,west,port royal ave,shawmont ave,Bicycle 2,40.046667,-75.252893,1.001,1.02,E,W,71,Project,Mixed,Mixed Traffic,Philadelphia,Lower Northwest,78481
-75.252327,40.046589,114783,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/31 00:00:00+00,2014,4210160108,,schuylkill river trail,east,port royal ave,shawmont ave,Bicycle 2,40.046589,-75.252327,1.001,1.02,W,E,553,Project,Recreation,Multiuse Trail,Philadelphia,Lower Northwest,78482
-75.252289,40.046613,114784,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/31 00:00:00+00,2014,4210160108,,schuylkill river trail,west,port royal ave,shawmont ave,Bicycle 2,40.046613,-75.252289,1.001,1.02,W,E,526,Project,Recreation,Multiuse Trail,Philadelphia,Lower Northwest,78483
-75.309024,39.748811,112622,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/10/09 00:00:00+00,2014,3401571850,551,kings hwy southbound lanes,south,allen st,ashton ave,Bicycle 2,39.748811,-75.309024,0.968,1.02,N,S,38,Cyclical,Low Volume,Mixed Traffic,Gloucester,Swedesboro Borough,78497
-75.280256,39.952297,112628,jh,Cyclical Count Program  Baseline Year,2015/08/26 00:00:00+00,2015,4204579000,,garrett rd eastbound lanes,east,lincoln ave,wayne ave,Bicycle 2,39.952297,-75.280256,0.888,1.02,W,E,24,Cyclical,Low Volume,Striped Shoulder,Delaware,Upper Darby Township,78595
-75.128235,39.942988,112522,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/09 00:00:00+00,2014,3400710000,,martin luther king jr blvd eastbound lanes,east,riverside dr,front st,Bicycle 2,39.942988,-75.128235,0.949,1.02,W,E,24,Project,Low Volume,Mixed Traffic,Camden,Camden City,78692
-74.818568,39.880202,80281,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/11 00:00:00+00,2011,3400545120,541,stokes rd northbound lanes,north,branin rd,cr 623 himmelein rd,Bicycle 1,39.880202,-74.818568,0.888,1.1797,,,4,Project,Low Volume,Mixed Traffic,Burlington,Medford Township,79036
-75.444067,39.975056,112567,jh,Cyclical Count Program  Baseline Year,2015/08/28 00:00:00+00,2015,4204522584,3,west chester pk westbound lanes,west,providence rd,crum creek rd,Bicycle 2,39.975056,-75.444067,0.949,1.02,E,W,0,Cyclical,Mixed,Striped Shoulder,Delaware,Edgmont Township,79220
-75.4280487199999,39.9468840600001,112627,jh,"Cyclical Count Program  Baseline Year
Vehicles noted on trail",2015/09/04 00:00:00+00,2015,4204522584,,sycamore mills rd trail,both,west of drivable portion,west of drivable portion,Bicycle 2,39.94688406,-75.42804872,0.949,1.02,E,W,96,Cyclical,Recreation,Multiuse Trail,Delaware,Edgmont Township,79221
-75.205944,39.941281,113227,jh,Cyclical Count Program  Baseline Year,2015/07/09 00:00:00+00,2015,4210160110,,grays ferry ave bridge westbound lanes,west,47th st,34th st,Bicycle 2,39.941281,-75.205944,0.9,1.02,E,W,124,Cyclical,Mixed,Bike Lane,Philadelphia,University - Southwest,79223
-75.122613,39.942494,112526,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/10 00:00:00+00,2014,3400710000,,martin luther king jr blvd eastbound lanes,east,4th st,west st / 5th st,Bicycle 2,39.942494,-75.122613,0.949,1.02,W,E,89,Project,Low Volume,Mixed Traffic,Camden,Camden City,79224
-75.206684,40.014949,79190,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/08/21 00:00:00+00,2011,4210160108,,ridge ave northbound lanes,north,kelly dr,main st,Bicycle 1,40.014949,-75.206684,0.888,1.1797,,,106,Project,Mixed,Sharrow,Philadelphia,Lower Northwest,79225
-75.227863,39.935235,101549,jh,Seasonal factor are calculated from 2015 permanent station data.   TIGER Grant Evalutation Update - 58th Street Greenway,2013/06/05 00:00:00+00,2013,4210160110,,58th st northbound lane,north,chester ave,kingsessing ave,Bicycle 1,39.935235,-75.227863,0.93,1.1797,,,25,Project,Low Volume,Mixed Traffic,Philadelphia,University - Southwest,79226
-75.110339,39.951275,114540,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/09/16 00:00:00+00,2014,3400710000,,e state st trail,both,n 10th st,centennial dr,Bicycle 2,39.951275,-75.110339,0.949,1.02,W,E,895,Project,Recreation,Multiuse Trail,Camden,Camden City,79468
-75.184904,39.946114,114827,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/28 00:00:00+00,2014,4210160103,,south st bridge westbound lanes,west,I 76 schuylkill expwy ramps,27th st,Bicycle 2,39.946114,-75.184904,1.001,1.02,E,W,2296,Project,Mixed,Bike Lane,Philadelphia,Central,79477
-75.411861,39.821726,112565,jh,Cyclical Count Program  Baseline Year,2015/09/10 00:00:00+00,2015,4204547344,13,post rd southbound lanes,south,yates ave,penn ave / walnut st,Bicycle 2,39.821726,-75.411861,0.949,1.02,N,S,29,Cyclical,Low Volume,Striped Shoulder,Delaware,Marcus Hook Borough,79539
-75.001194,39.890424,112598,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/09/17 00:00:00+00,2014,3400712280,671,kresson rd westbound lanes,west,covered bridge rd,howard johnson rd,Bicycle 2,39.890424,-75.001194,0.949,1.02,E,W,68,Cyclical,Mixed,Mixed Traffic,Camden,Cherry Hill Township,79545
-75.352424,40.122018,112866,jh,Cyclical Count Program  Baseline Year,2015/06/10 00:00:00+00,2015,4209154656,,w marshall st eastbound lanes,east,haws ave,stanbridge st,Bicycle 2,40.122018,-75.352424,0.93,1.02,W,E,26,Cyclical,Mixed,Mixed Traffic,Montgomery,Norristown Borough,79547
-75.451761,40.050942,112885,jh,Cyclical Count Program  Baseline Year,2015/06/16 00:00:00+00,2015,4202977344,,cassatt rd northbound lanes,north,old state rd,wooded way,Bicycle 2,40.050942,-75.451761,0.93,1.02,S,N,13,Cyclical,Mixed,Striped Shoulder,Chester,Tredyffrin Township,79548
-75.308952,39.748765,112621,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/10/09 00:00:00+00,2014,3401571850,551,kings hwy northbound lanes,north,allen st,ashton ave,Bicycle 2,39.748765,-75.308952,0.968,1.02,S,N,69,Cyclical,Low Volume,Mixed Traffic,Gloucester,Swedesboro Borough,79612
-74.75927,40.213139,111306,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/05/13 00:00:00+00,2014,3402174000,206,s broad st northbound lanes,north,cr 606 hamilton ave,ferry st,Bicycle 1,40.213139,-74.75927,0.962,1.1797,,,38,Project,Low Volume,Mixed Traffic,Mercer,Trenton City,79637
-75.17997,39.95128,114801,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/29 00:00:00+00,2014,4210160103,,walnut st bridge,west,schuylkill ave,23rd st,Bicycle 2,39.95128,-75.17997,1.001,1.02,E,W,1831,Project,Mixed,Buffered Bike Lane,Philadelphia,Central,79769
-75.182654,39.948994,114805,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2014/10/29 00:00:00+00,2014,4210160103,,schuylkill river trail,both,schuylkill river park,locust st,Bicycle 2,39.948994,-75.182654,1.001,1.02,S,N,1459,Project,Mixed,Multiuse Trail,Philadelphia,Central,79773
-75.183591,39.954262,76319,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/21 00:00:00+00,2011,4210160110,,30th st southbound lanes,south,chestnut st,pa 3 market st,Bicycle 1,39.954262,-75.183591,1.012,1.1797,,,57,Project,Low Volume,Bike Lane,Philadelphia,University - Southwest,80071
-75.285023,39.916805,84568,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2012/01/10 00:00:00+00,2012,4204515232,,broad st westbound lanes,west,woodlawn ave,girard ave,Bicycle 1,39.916805,-75.285023,1.102,1.1797,,,9,Project,Low Volume,Mixed Traffic,Delaware,Collingdale Borough,80144
-75.232932,39.991884,79195,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/07/20 00:00:00+00,2011,4210160106,,wynnefield ave westbound lanes,west,54th st,georges la,Bicycle 1,39.991884,-75.232932,0.9,1.1797,,,5,Project,Low Volume,Mixed Traffic,Philadelphia,West Park,80160
-74.99837,39.955679,112281,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/08/21 00:00:00+00,2014,3400543740,537,e main st eastbound lanes,east,poplar ave,cr 610 s fellowship rd,Bicycle 2,39.955679,-74.99837,0.888,1.02,W,E,33,Cyclical,Low Volume,Striped Shoulder,Burlington,Maple Shade Township,80418
-74.751009,40.219716,88150,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2012/03/28 00:00:00+00,2012,3402174000,,walnut ave eastbound lanes,east,chestnut ave,hollywood ave,Bicycle 1,40.219716,-74.751009,1.012,1.1797,,,25,Project,Low Volume,Mixed Traffic,Mercer,Trenton City,80484
-74.753047,40.217619,88153,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2012/03/28 00:00:00+00,2012,3402174000,,walnut ave westbound lanes,west,hollywood ave,nj 33 greenwood ave,Bicycle 1,40.217619,-74.753047,1.012,1.1797,,,25,Project,Mixed,Mixed Traffic,Mercer,Trenton City,80497
-74.710239,39.844039,112283,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/08/14 00:00:00+00,2014,3400572060,532,chatsworth rd eastbound lanes,east,cr 648 carranza rd,new rd,Bicycle 2,39.844039,-74.710239,0.888,1.02,W,E,24,Cyclical,Recreation,Bike Lane,Burlington,Tabernacle Township,80501
-74.710255,39.844078,112284,jh,Seasonal factor are calculated from 2015 permanent station data.   Cyclical Count Program  Baseline Year,2014/08/14 00:00:00+00,2014,3400572060,532,chatsworth rd westbound lanes,west,cr 648 carranza rd,new rd,Bicycle 2,39.844078,-74.710255,0.888,1.02,E,W,24,Cyclical,Recreation,Bike Lane,Burlington,Tabernacle Township,80502
-75.166783,39.960593,71842,jh,Seasonal factor are calculated from 2015 permanent station data.   ,2011/04/27 00:00:00+00,2011,4210160103,,17th st,south,callowhill st,buttonwood st,Bicycle 1,39.960593,-75.166783,0.962,1.1797,,,28,Screen Line,Low Volume,Mixed Traffic,Philadelphia,Central,80562
