"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","2018","2018097172","02","","N","3","4","","","25","60TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097173","02","","S","3","4","","","25","S 55TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097175","01","","E","4","4","","","25","HAGERT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097175","2 ","2162","N","3","2","2007","0050","25","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097176","01","","S","3","4","","","25","BAILEY TE","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097177","02","218","W","3","2","1004","0020","30","ERIE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097178","02","","N","4","4","","","25","49TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097178","2 ","0","E","3","2","3023","0060","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097179","3 ","3012","S","3","2","0001","0201","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097180","01","","E","4","4","","","25","VANDIKE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097180","01","","N","3","4","","","25","LONGSHORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097181","02","","S","3","4","","","25","67TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097182","2 ","2349","E","3","2","2006","0064","30","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097182","02","","N","5","4","","","25","18TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097182","2 ","2340","W","4","2","2006","0065","25","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097183","2 ","478","W","6","2","2006","0071","25","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097183","3 ","282","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097183","3 ","431","N","3","2","0611","0030","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097183","2 ","480","E","5","2","2006","0070","25","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097184","02","","N","3","4","","","25","9TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097184","02","","W","4","4","","","25","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097185","2 ","2250","N","3","2","1005","0140","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097185","02","","E","5","4","","","25","SAINT VINCENT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097185","2 ","2252","S","4","2","1005","0141","30","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097186","2 ","426","E","3","2","1014","0040","35","RHAWN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097187","01","","S","4","4","","","25","19TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097187","02","","W","3","4","","","25","MOORE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097188","2 ","926","W","5","2","2014","0040","30","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097188","3 ","1138","N","3","2","0611","0080","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097188","3 ","1138","S","4","2","0611","0081","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097189","01","","S","4","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097189","02","","E","3","4","","","25","GLENWOOD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097190","02","","E","3","4","","","25","CECIL B MOORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097190","02","","N","4","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097191","01","","N","3","4","","","25","PALETHORP ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097192","01","","W","3","4","","","25","MERION ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097193","02","","N","5","4","","","25","TULIP ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097193","2 ","1582","W","4","2","2014","0091","25","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097193","2 ","1582","E","3","2","2014","0090","25","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097194","02","","N","3","4","","","25","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097195","3 ","3399","S","3","2","0001","0101","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097196","02","","N","3","4","","","30","OLD YORK RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097196","02","","S","4","4","","","25","W TABOR RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097197","2 ","1359","W","3","2","4009","0010","35","ROBERTS AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097199","02","","S","5","4","","","25","MARSTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097199","02","","S","3","4","","","25","SEDGLEY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097199","02","","S","4","4","","","25","DIAMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097200","01","","S","3","4","","","25","BANCROFT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097200","01","","E","4","4","","","25","CUMBERLAND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097201","2 ","0","N","4","2","1005","0130","25","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097201","02","","E","3","4","","","25","ROBBINS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097201","2 ","0","S","5","2","1005","0131","25","CASTOR AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097202","2 ","445","E","3","2","2008","0020","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097202","02","","N","4","4","","","25","19TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097204","1 ","730","W","4","2","8018","0500","20","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097204","2 ","2728","W","3","1","0076","3455","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097205","2 ","1186","W","4","2","1018","0031","25","GRANT AV","ROADWAY_2018_Philadelphia","07301"
"67","2018","2018097205","2 ","1188","E","3","2","1018","0030","30","GRANT AV","ROADWAY_2018_Philadelphia","07301"
"67","2018","2018097205","02","","S","5","4","","","35","BLUE GRASS RD","ROADWAY_2018_Philadelphia","07301"
"67","2018","2018097206","01","","E","3","4","","","20","WHARTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097206","01","","S","4","4","","","20","7TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097208","04","","W","3","4","","","25","CALLOWHILL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097209","3 ","0","N","3","2","0001","0200","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097209","03","","S","4","4","","","40","F ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097259","3 ","1016","N","3","2","0611","0100","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097275","2 ","519","W","3","2","3014","0030","25","SPRING GARDEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097284","02","","N","3","4","","","25","WYNCOTE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097285","02","","E","3","4","","","25","WISTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097285","02","","N","4","4","","","20","WAKEFIELD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097316","4 ","1384","S","3","1","0095","0225","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097351","3 ","2650","S","3","1","0095","0211","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097396","02","199","W","3","2","8006","0500","20","RAMP D RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097403","2 ","2164","E","3","1","0076","3440","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097487","01","","S","3","4","","","30","42ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097487","01","","W","4","4","","","30","SANSOM ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097527","02","","N","5","4","","","30","VAN KIRK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097527","01","","E","6","4","","","25","JACKSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097527","2 ","1849","S","4","2","2009","0101","30","HARBISON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097527","2 ","1846","N","3","2","2009","0100","30","HARBISON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097554","2 ","6333","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097555","3 ","2617","S","3","1","0095","0231","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097559","3 ","1812","W","3","1","0676","0003","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097602","3 ","3222","W","3","1","0676","0003","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097607","3 ","410","S","3","1","0095","0265","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097696","3 ","0","S","4","2","0611","0051","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097696","3 ","0","N","3","2","0611","0050","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097696","01","","E","5","4","","","25","JEFFERSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097750","2 ","2365","W","4","2","8018","0250","40","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097750","2 ","5530","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097765","4 ","845","W","3","1","0076","3405","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097852","02","","N","4","4","","","20","WATER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097852","2 ","710","W","3","2","2002","0060","25","SNYDER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097853","2 ","0","W","5","2","2001","0021","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097853","01","","W","3","4","","","30","7TH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097853","2 ","0","E","4","2","2001","0020","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097855","02","","N","3","4","","","25","TWENTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097855","02","","W","4","4","","","35","BENJAMIN FRANKLIN PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097856","02","","E","3","4","","","35","RACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097897","02","1807","S","3","2","1003","0051","35","WHITAKER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097897","3 ","1211","N","4","2","6001","0200","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097910","02","","N","3","4","","","20","PENN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097948","02","","E","3","4","","","20","HERMIT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097950","2 ","0","B","3","2","2159","0010","25","TWELFTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097950","3 ","1550","W","4","2","2676","0011","25","VINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097950","02","","S","5","4","","","20","N 12TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097961","2 ","702","W","3","1","0676","0011","55","VINE STREET EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018097968","4 ","2337","S","3","1","0095","0145","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098089","01","","S","3","4","","","25","21ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098089","02","","E","4","4","","","30","WASHINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098111","2 ","1803","E","3","2","2008","0060","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098111","01","","N","5","4","","","20","BERKS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098111","2 ","1804","W","4","2","2008","0061","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098125","01","","W","3","4","","","20","W PIKE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098126","2 ","1851","N","3","2","1003","0020","35","WHITAKER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098132","2 ","1485","N","3","2","0532","0030","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098133","02","","W","5","4","","","25","NORTHEAST AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098133","2 ","2402","N","3","2","0532","0040","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098133","2 ","2383","S","4","2","0532","0041","35","BUSTLETON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098267","02","","S","3","4","","","20","LARGE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098267","02","","W","4","4","","","25","PRATT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098268","99","","W","3","4","","","20","LONGSHORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098288","02","","E","3","4","","","25","LANSDOWNE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098297","01","","E","3","4","","","20","WALT WHITMAN RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098319","04","","E","4","4","","","25","SPRUCE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098319","03","","S","3","4","","","25","34TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098325","3 ","3675","N","3","2","0001","0270","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098340","4 ","1469","N","3","1","0095","0300","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098341","01","800","S","3","2","8017","0510","25","RAMP Y RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098345","4 ","943","E","3","1","0076","3410","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098349","3 ","1781","E","3","1","0076","3414","50","SCHUYLKILL EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098386","4 ","930","N","3","1","0095","0250","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098403","3 ","0","N","3","2","3013","0030","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098403","2 ","0","S","4","2","3013","0031","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098403","01","","W","5","4","","","35","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098404","2 ","1427","S","3","2","3013","0041","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098424","2 ","0","E","3","2","3023","0050","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098424","02","","N","5","4","","","25","52ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098424","02","","W","4","4","","","25","KINGSESSING AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098425","02","","W","3","4","","","25","W CHAMPLOST AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098426","02","","N","3","4","","","25","N 12TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098427","02","","N","3","4","","","25","18TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098427","02","","W","4","4","","","30","WINDRIM ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098428","2 ","2261","S","3","2","3017","0020","25","FIFTYSECOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098429","02","477","E","3","2","3023","0060","25","CHESTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098429","02","","N","4","4","","","40","48TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098430","02","","E","3","4","","","25","LEBANON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098430","02","","N","4","4","","","25","GEORGES LN","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098432","2 ","667","N","3","2","3021","0050","25","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098433","02","","W","4","4","","","25","SPRINGFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098433","02","","S","3","4","","","25","58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098434","02","","S","3","4","","","30","S 75TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098435","01","","N","3","4","","","25","MULBERRY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098436","02","","W","5","4","","","35","WESTMINSTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098436","2 ","343","N","3","2","3005","0110","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098436","2 ","314","S","4","2","3005","0111","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098447","2 ","","E","3","4","","","25","E TIOGA ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098448","2 ","2553","E","3","2","2016","0080","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098448","01","","N","4","4","","","30","CUSTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098450","04","","E","4","4","","","25","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098450","02","","S","3","4","","","25","ELSINORE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098452","02","","N","3","4","","","25","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098453","2 ","1665","S","3","2","1001","0020","30","RISING SUN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098453","02","","W","4","4","","","25","CHEW AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098454","3 ","209","N","3","2","0001","0090","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098456","02","","W","3","4","","","25","VISTA ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098456","02","","S","4","4","","","25","CRISPIN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098457","2 ","0","N","4","2","3019","0040","35","ESSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098457","02","","S","3","4","","","35","70TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098457","2 ","0","S","5","2","3019","0041","35","ESSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098458","02","995","S","3","2","3013","0041","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098459","2 ","","N","3","4","","","35","FOX ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098459","1 ","","E","4","4","","","25","ABBOTTSFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098461","2 ","0","W","5","2","2014","0010","30","LEHIGH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098461","2 ","2038","N","3","2","0013","0120","30","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098461","2 ","2048","S","4","2","0013","0121","30","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098462","3 ","2116","N","3","2","0001","0100","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098463","01","","W","4","4","","","25","APSLEY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098463","2 ","1025","N","3","2","4007","0020","25","WAYNE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098465","2 ","237","E","3","2","2016","0030","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098467","2 ","957","N","3","2","3009","0160","30","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098468","2 ","2119","N","3","2","3009","0100","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098468","01","","E","4","4","","","25","ROCHELLE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098470","02","2722","N","3","2","4001","0050","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098471","01","","S","3","4","","","25","A ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098472","02","","N","3","4","","","25","WILLINGTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098472","01","","W","4","4","","","25","OXFORD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098473","2 ","","E","3","4","","","25","LANSDOWNE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098474","02","","E","4","4","","","25","VINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098474","02","","S","3","4","","","25","HOBART ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098475","02","","N","4","4","","","25","5TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098475","02","","W","3","4","","","25","66TH AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098476","02","","E","3","4","","","30","SOMERVILLE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098477","2 ","0","N","3","2","2009","0040","30","ARAMINGO AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098477","02","","E","4","4","","","25","CLEARFIELD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098478","02","","S","3","4","","","25","I ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098479","02","","W","3","4","","","30","BELFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098479","02","","N","4","4","","","30","OGONTZ AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098479","02","","S","5","4","","","25","RUSCOMB ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098480","02","","N","3","4","","","25","GREENE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098481","01","","E","5","4","","","25","PACIFIC ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098481","2 ","1939","S","4","2","0013","0151","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098481","01","","E","6","4","","","25","TWENTYTHIRD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098481","2 ","1940","N","3","2","0013","0150","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098482","2 ","0","W","4","2","0013","0171","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098482","2 ","0","S","5","2","4005","0020","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098482","2 ","0","E","3","2","0013","0170","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098483","02","","W","4","4","","","25","HOFFMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098483","02","","N","5","4","","","25","58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098483","3 ","0","N","3","2","3015","0052","25","COBBS CREEK PY","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098484","02","269","S","3","2","3019","0061","35","ESSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098485","02","","N","4","4","","","25","54TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098485","2 ","746","W","3","2","3021","0050","25","LINDBERGH BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098486","02","","N","3","4","","","25","58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098487","02","","W","3","4","","","35","BARTRAM AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098488","02","","S","3","4","","","25","55TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098488","02","","W","4","4","","","30","WINDSOR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098489","2 ","1864","S","3","2","0013","0280","30","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098490","2 ","0","S","3","2","0611","0011","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098490","3 ","831","W","4","2","3022","0010","25","PENN SQ","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098491","2 ","1061","E","3","2","3017","0010","25","WHITBY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098491","01","","N","4","4","","","25","57TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098492","02","","N","3","4","","","25","THIRTEENTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098494","02","","W","3","4","","","30","LIMEKILN PK","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098495","02","","W","4","4","","","25","ASPEN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098495","2 ","2376","W","3","2","3005","0090","25","LANCASTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098496","02","","E","4","4","","","25","CRESSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098496","02","","E","3","4","","","20","CARSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098497","2 ","910","W","3","2","2016","0030","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098497","02","","N","4","4","","","25","22ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098498","02","","E","4","4","","","25","PASCHALL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098498","02","","N","3","4","","","25","47TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098499","2 ","2335","S","3","2","4005","0020","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098500","2 ","211","N","3","2","0013","0030","25","BALTIMORE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098501","02","","N","3","4","","","25","WARREN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098501","02","","N","4","4","","","30","LANSDOWNE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098502","03","918","S","3","2","2001","0081","30","CHRISTOPHER COLUMBUS BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098503","02","470","E","6","2","8059","0010","25","RAMP RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098503","3 ","1726","S","5","2","3029","0011","25","FIFTEENTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098503","3 ","0","W","4","2","2676","0011","25","VINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098503","02","","S","3","4","","","25","15TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098504","3 ","1290","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098504","3 ","1526","N","3","2","0611","0030","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
