"COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"67","2018","2018098504","01","","E","5","4","","","25","WALLACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098506","02","","N","3","4","","","25","60TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098506","02","","W","4","4","","","25","GREENWAY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098507","02","","S","4","4","","","25","67TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098507","02","","E","3","4","","","25","LINMORE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098508","02","","S","3","4","","","30","FRANKLIN MILLS CR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098510","3 ","0","S","3","2","0001","0261","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098510","03","","S","4","4","","","40","TYSON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098511","02","","E","3","4","","","25","KNORR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098511","02","","N","4","4","","","35","SUMMERDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098512","02","","N","4","4","","","25","LINCOLN DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098512","2 ","1747","W","3","2","4003","0040","25","WISSAHICKON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098513","2 ","801","N","3","2","4003","0020","25","WISSAHICKON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098514","02","","W","3","4","","","25","W PIKE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098515","02","","N","4","4","","","25","46TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098515","2 ","1488","E","3","2","3018","0080","30","HAVERFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098516","2 ","1837","N","3","2","0013","0190","25","ROBBINS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098517","02","","W","4","4","","","25","WESTMINSTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098517","02","","N","3","4","","","25","49TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098518","1 ","0","E","3","2","0030","0060","30","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098518","1 ","0","W","4","2","0030","0061","25","GIRARD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098518","1 ","119","N","5","2","3005","0120","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098518","1 ","100","S","6","2","3005","0121","35","BELMONT AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098519","3 ","1527","N","3","2","0001","0100","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098520","02","","N","3","4","","","25","3RD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098521","02","","E","3","4","","","25","SUSQUEHANNA AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098521","02","","S","4","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098522","02","","N","3","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098523","02","","N","4","4","","","25","FRONT ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098523","02","","W","3","4","","","30","RUSCOMB ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098524","2 ","323","E","3","2","3005","0100","35","LANCASTER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098524","02","","E","4","4","","","25","BROWN ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098525","02","","W","4","4","","","20","GINNODO ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098525","2 ","1341","U","3","2","3009","0030","35","RIDGE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098526","2 ","1623","N","3","2","4005","0040","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098527","2 ","1452","S","3","2","4019","0030","25","WASHINGTON LN","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098527","02","","N","4","4","","","25","ARDLEIGH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098528","2 ","","E","3","4","","","25","BELLS MILL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098529","02","","W","4","4","","","25","RED LION RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098529","02","","N","3","4","","","25","HALDEMAN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098530","02","","E","4","4","","","30","BELLS MILL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098530","02","","S","3","4","","","30","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098532","2 ","1352","N","3","2","4007","0080","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098532","02","","N","4","4","","","35","PELHAM RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098533","01","","N","3","4","","","25","PRESTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098534","01","","W","3","4","","","25","MORRIS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098534","01","","N","4","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098535","02","","E","3","4","","","25","WHARTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098537","2 ","0","S","4","2","2009","0021","30","ARAMINGO AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098537","2 ","0","N","3","2","2009","0020","30","ARAMINGO AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098537","03","","E","5","4","","","25","CUMBERLAND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098538","01","","N","3","4","","","35","N 18TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098539","02","","N","4","4","","","35","WESTMORELAND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098539","2 ","829","N","3","2","2001","0170","25","RICHMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098540","02","","S","3","4","","","25","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098546","01","","E","3","4","","","15","LUDLOW ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098548","3 ","2026","S","3","2","0001","0321","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098553","99","","U","6","4","","","","PITTVILLE AV","ROADWAY_2018_Philadelphia","46102"
"67","2018","2018098566","02","","W","5","4","","","25","DIAMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098566","3 ","551","N","3","2","0611","0070","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098566","3 ","549","S","4","2","0611","0071","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098638","3 ","1001","S","3","1","0095","0185","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098651","4 ","2580","S","3","1","0095","0225","55","DELAWARE EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098660","2 ","0","N","3","2","1020","0010","35","PHILMONT AV","ROADWAY_2018_Philadelphia","46105"
"67","2018","2018098660","02","","E","6","4","","","25","BYBERRY RD","ROADWAY_2018_Philadelphia","46105"
"67","2018","2018098735","2 ","259","E","3","2","4002","0020","40","STENTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098814","2 ","2443","N","3","2","2001","0180","25","RICHMOND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098814","02","","E","4","4","","","25","BUTLER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098815","02","","S","3","4","","","25","63RD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098815","02","","W","4","4","","","25","WOODLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098816","02","","N","4","4","","","25","57TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098816","2 ","1061","N","3","2","3017","0010","25","WHITBY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098818","02","","N","3","4","","","25","S 58TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098819","2 ","1602","E","4","2","1016","0060","25","LINDEN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098819","2 ","1246","S","3","2","0013","0280","30","FRANKFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098820","3 ","389","N","3","2","0611","0020","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098820","01","","W","5","4","","","25","WOOD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098820","3 ","391","S","4","2","0611","0021","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098821","2 ","812","N","3","2","4001","0100","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098821","2 ","838","S","4","2","4001","0101","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098821","02","","N","5","4","","","25","VALLEY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098823","02","","N","5","4","","","25","13TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098823","2 ","355","E","3","2","2004","0010","25","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098823","1 ","357","W","4","2","2004","0011","25","MARKET ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098824","01","","E","4","4","","","25","WALLACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098824","01","","N","3","4","","","25","35TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098825","02","","W","4","4","","","25","S CONCOURSE DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098825","02","","S","3","4","","","25","MEMORIAL HALL DR","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098827","2 ","1181","S","3","2","0611","0111","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098828","02","619","S","3","2","4001","0031","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098829","02","","W","4","4","","","30","SPRUCE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098829","02","","N","3","4","","","25","45TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098831","02","","S","3","4","","","25","LARRY ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098831","02","","S","4","4","","","25","70TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098832","03","","N","4","4","","","25","7TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098832","2 ","456","E","3","2","3032","0010","25","RACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098833","02","","W","4","4","","","45","RED LION RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098833","3 ","0","N","3","2","0001","0340","45","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098834","02","","E","5","4","","","25","BUIST AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098834","02","0","S","6","2","3013","0041","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098834","02","","S","4","4","","","25","74TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098834","02","0","N","3","2","3013","0040","35","ISLAND AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098836","02","","S","3","4","","","30","54TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098836","02","","E","4","4","","","30","SPRINGFIELD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098837","02","","E","3","4","","","35","RED LION RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098838","02","","S","3","4","","","30","GREENWAY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098840","2 ","0","N","3","2","0232","0032","25","OXFORD AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098840","02","","S","4","4","","","25","MARTINS MILL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098841","3 ","0","S","4","2","6001","0201","40","ROOSEVELT BL","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098841","02","","N","3","4","","","25","F ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098842","2 ","731","E","3","2","1002","0050","40","ADAMS AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098844","02","","N","4","4","","","25","EASTWOOD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098844","2 ","553","N","3","2","1008","0030","25","LEVICK ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098845","02","","S","5","4","","","25","20TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098845","02","","S","6","4","","","25","BLAINE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098845","2 ","693","W","4","2","0013","0161","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098845","2 ","694","E","3","2","0013","0160","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098847","03","1755","N","3","2","0001","0110","50","ROOSEVELT BOULEVARD EX","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098848","01","","W","4","4","","","25","LYCOMING ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098848","01","","S","3","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098849","03","2434","N","3","2","0611","0080","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098850","02","","E","3","4","","","20","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098850","02","","S","4","4","","","25","KENSINGTON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098851","02","","E","4","4","","","25","BRILL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098851","2 ","1216","S","3","2","1004","0110","30","TORRESDALE AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098852","01","","E","3","4","","","25","WALLACE ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098853","02","","N","5","4","","","25","21ST ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098853","02","","S","6","4","","","25","BLABON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098853","2 ","0","E","3","2","0013","0160","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098853","2 ","17","W","4","2","0013","0161","30","HUNTING PARK AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098854","2 ","296","E","3","2","2001","0030","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098854","2 ","294","W","4","2","2001","0031","30","OREGON AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098854","01","","N","5","4","","","25","2ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098855","2 ","1249","E","3","2","2016","0040","30","ALLEGHENY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098856","01","","N","4","4","","","25","OGONTZ AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098856","2 ","0","W","3","2","4004","0050","25","OLNEY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098857","3 ","566","S","4","2","0611","0061","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098857","3 ","568","N","3","2","0611","0060","30","BROAD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098857","02","","E","5","4","","","25","MONTGOMERY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098858","01","","N","3","4","","","25","LEIPER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098858","01","","E","4","4","","","25","ORTHODOX ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098859","02","","E","3","4","","","25","STILES ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098859","01","","S","4","4","","","25","15TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098860","02","","W","3","4","","","25","IVY HILL RD","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098861","02","","W","3","4","","","25","BERKS ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098861","02","","N","4","4","","","25","22ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098862","2 ","1399","N","3","2","4001","0070","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098862","2 ","1403","S","4","2","4001","0071","35","HENRY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098862","02","","W","5","4","","","25","GERHARD ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098863","02","","N","3","4","","","25","MITCHELL ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098864","2 ","0","E","3","2","4005","0050","25","GERMANTOWN AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098864","02","","N","4","4","","","25","COULTER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098865","01","","S","3","4","","","25","16TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098865","01","","E","4","4","","","25","SOUTH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098866","01","","S","4","4","","","30","15TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098866","02","","E","3","4","","","30","WASHINGTON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098867","01","","S","4","4","","","35","27TH ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098867","01","","W","3","4","","","35","DICKINSON ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098868","02","","S","3","4","","","30","W SEDGLEY AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098869","01","","E","4","4","","","25","ELEANOR ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098869","02","","S","3","4","","","25","2ND ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098870","02","","W","3","4","","","25","FISHER AV","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098870","02","","S","4","4","","","25","MASCHER ST","ROADWAY_2018_Philadelphia","67301"
"67","2018","2018098871","01","","S","3","4","","","25","N 10TH ST","ROADWAY_2018_Philadelphia","67301"
